機構名稱,機構代碼,執行長,聯絡人,電話,傳真,網址,電子郵件,地址,創辦人,成立日期,許可機關,機構屬性,成立主旨,工作重點,服務區域,服務性別,服務年齡,服務項目
佳醫護理之家,7406,謝政賢,謝政賢,02-22211671,02-22211671,無,abh@gmail.com,235新北市中和區中正路880號17樓,傅輝東,2011/11/11,新北衛生局,老人福利,佳醫集團Asia Best Healthcare(ABH)長照專業服務團隊，以立足台灣、放眼亞太地區，不斷地致力於老人醫療與長期照護的資源整合與品質提升為使命，並搭配佳醫集團完整醫療體系“多專業整合”醫療模式，期許提供照護需求者一個「完善」概念的照護機構,1.協助長照機構住民發展救助服務。2.舉辦長照機構社會、康樂、教育活動。3.撰寫長照機構社工個案紀錄。4.連結政府社會救助系統，協助社服老人安置。5.規劃並連結外部支援日照中心社會、康樂、教育活動。 ,"新北市, 台北市",不限,不限(0~0),"日間照顧, 喘息服務, 臨時住宿"
社團法人台灣愛爾德社會福利協會,7405,姚奮志,邱小姐,03-6662091,03-6662093,無,hsdv666@gmail.com,,賴宏昇,2017/03/16,內政部,綜合性服務,關注社會弱勢族群，推廣與從事社會福利服務工作。重視社會福利專業人員發展及研究，提昇其專業技巧及知能，以疌供社會弱勢族群各項福利服務工作，嘉惠服務使用者，促進人類福祉。,承接新竹市新住民家庭服務中心承接新竹縣市家庭暴力防治工作,"全國性, 新竹市, 新竹縣",不限,不限(0~0),"個案輔導, 個案管理, 團體輔導, 婦女救援, 社區服務, 權益倡導"
社團法人觀世音慈心會,7404,何文杞,張小姐,02-23891920,02-23891910,http://www.gsy.com.tw/,gsy.gsy@msa.hinet.net,"108台北市萬華區開封街二段81號2樓之5 ",王文魁,1989/12/28,內政部,綜合性服務,本會宗旨是發揚「老吾老以及人之老，幼吾幼以及人之幼」的崇高胸懷，並將人飢己飢人溺己溺的精神，散播到各地，讓需要愛心的人，得到愛心，需要幫助的人得到援手，把溫暖遍播各個角落。,一、急難救助、喪葬協助（施棺補助）、醫療補助、貧困家庭援助、一般佈施個案慰濟服務。二、設立慈心教室、舉辦認養偏遠地區弱勢學子學用金、清寒學生獎助學金等專案計劃﹙領有政府特殊教育費者除外﹚。三、協助政府推行政令，接受政府委辦慈善活動。四、推動社會公益活動,全國性,不限,不限(0~0),"急難救助, 醫療補助, 生活扶助, 獎助學金, 喪葬補助, 志願服務"
社團法人台灣食物銀行聯合會,7403,林孟偉,林孟偉,04-35079002,0,www.atf.tw/,atffoodbank05@gmail.com,"401台中市東區台中市東區東光園路177巷2號 ",陳玠甫,2016/12/30,內政部,綜合性服務,1.建構全國資源系統、整合資訊網路。 2.政策倡議、立法推動及相關之浪費、飢餓、貧窮等議題研究。 3.辦理國內及國際交流計畫及相關會議活動。 4.推展創新與整合模式，並發展國內本土化食物銀行體系。 5.整合政府及民間資源，建構支援合作平台。 6.協助救災物資之統整、整備與支援平台。 7.其他應由本會辦理之事項。,台灣食物銀行的演進，從乾糧到生鮮、冷凍、冷藏甚至熟食，從定期發放，到社區食物銀行。從產地、食品廠、量販店、超市、餐廳、便利店到家庭。我們致力於提供平台，讓整個食物供應鏈，都是食物銀行！,"全國性,全球性",不限,不限(0~0),"生活扶助,志願服務,聯合勸募,社區服務,社福資訊,權益倡導,國際交流"
台灣 普力關懷協會,7402,張慧芳,尹承莉,0919557917,06-2153009,http://www.facebook.com/puli393/?ref=settings,pulicare66@gmail.com,,張慧芳,2014/11/29,內政部,綜合性服務,台灣人口進入老化，政府並沒有足夠的人力、財力，來興建所需的長照機構，一般家庭又需要雙薪，我們既不願見到家庭功能失能，也不忍「老無所養」，所以希望社區以守望相助的方式，發揮古早時代「割稻子互助」的精神，鄰里換工，減輕照顧者家庭的負擔，推動友善的養老環境。建立並強化「在地老化」的服務系統，讓高齡者在系統中有機會得到「他助」、並在其中「自助」、「互助」、「助人」 ，以達到所有長輩都能「無憂的向晚」，「在地的安養」。持續增加高齡者與社會互動，藉由豐富的休閒活動、認識新朋友、充實退休後的空閒時間，以改善家人相處的緊張，減慢進入機構式照顧的時間，避免家庭面臨失去功能的危機，讓老人在自己熟悉的環境裡快樂終老，達到老吾老以及人之老的理想。今年起，普力擴大服務的範圍，希望「幼吾幼以及人之幼」，關愛越來越多的兒童癌症病童，並且推廣兒癌的早療，將進入校園宣導認識兒癌及推廣如何避免罹癌。,a.急 難 救 助:提供邊緣戶.一般戶及弱勢家庭急難慰問金 b.安養機構關懷:至各大安養機構關懷弱勢老人 c.癌症病童關懷:至各大醫院關懷癌症病童及慰撫家屬   d.致贈關懷物資:提供生活物資讓弱勢家庭溫馨過節   e.歡 樂 列 車:至養老院.孤兒院.教養院及各大醫院兒童病房舉辦歡樂派對,全球性,不限,不限(0~0),"急難救助, 生活扶助, 喪葬補助"
慶沅社區復健中心,7401,陳薇如,蔡紋菁,04-22735627,04-22735628,無,coizn1227@gmail.com,411台中市太平區宜昌路425號,陳薇如,2012/06/11,台中市衛生局,身心障礙福利,「活力、信心、溫暖」注入活力、提升信心、給予溫暖關懷,服務對象為精神障礙者。推展社區持續性照護，於社區進行治療與復健，增加與社會接觸之機會，以提升社區生活功能，減輕醫療成本。以「復元」為導向的精神復健，強化個人整體的發展，復健核心在於「行為和功能」，協助學員於社會當中，增進獨立自主功能，重新扮演有意義且具建設性的角色，使家屬重建希望。,台中市,不限,不限(0~0),"個案輔導, 團體輔導, 日間照顧"
中華民國雙躍關懷成長協會,7400,羅子琦,古思涵,02-23960155,02-23432177,http://www.cbotb.org.tw/,ctotb@cbotb.com,,李可珊,2018/03/04,內政部,兒童青少年福利,本會為依法設立、非以營利為目的之社會團體。透過集合社會各界力量，協助偏鄉、部落躍出文化藩籬，跨越命定限制，躍進故土的擁抱，超越主流文化價值，促進孩子自我概念健全成長、增能生涯軟實力、營造活力的社區為宗旨。,1.辦理課後學習課程與才藝課程，進行學習輔導與發掘優勢能力。2.寒、暑假營隊活動，促進自我概念健全成長。3.結合社會工作專業、諮商輔導與志工等資源，長期關懷偏鄉與部落弱勢家庭。4.提供童軍訓練、冒險教育，提升問題解決能力與促進自信發展。5.提供所服務之偏鄉弱勢青少年學雜費補助等相關福利。6.結合志願服務等相關社會資源辦理各式活動，建立個人、家庭和社群良好互動 的管道。7.培植偏鄉、部落自立能力之各項專案，促進就業能力之發展。,全國性,不限,不限(0~0),"心理輔導, 個案管理, 團體輔導, 營隊活動, 生活扶助, 獎助學金, 社教宣導"
陳博光教授診所（心理諮商診）,7399,陳博光,陳佳文,(02)2531626232,(02)25632525,https://www.pqchen.com.tw/,cwc.job@gmail.com,,陳博光,2014/10/06,臺北市政府衛生局,心理衛生,本院提供各種骨骼肌肉病痛、異常及心血管、內科疾病的健康諮詢，藉由基礎、客製化的血液篩檢做起，呈現即時的健康狀態，發揮教授團隊數十年豐沛的醫療經驗，及早發現症狀、及時預防治療，防患於未然，守護民眾的健康。本院除了上述的預防治療外，也兼顧到心理層次的預防照護。現代人生活忙碌、壓力大，老中青三代族群，難免各有各的困頓情緒，心理專家正可扮演著助人走出心靈桎梏的照護角色。從自我探索、情緒調適、生涯規劃到醫療諮商、高齡諮商…等等不同面向的議題，幫助有需要的朋友，在每個生命階段遭逢困境時，不致獨自面對，而能善用適切的幫助，讓人生路途中走得更寬心。,本診所所屬之心理諮商診，除一般付費會談外，以舉辦免費或小額收費之社區心理衛生講座、成長團體、讀書會為主要工作內容；希冀能透過貴公益平台宣傳此類免費或小額付費活動，提供更多服務社區民眾的機會。,"全球性, 全國性, 新北市, 台北市",不限,不限(0~0),"心理輔導, 心理治療, 家族治療, 婚姻協談, 家庭輔導, 生涯規劃, 醫療諮詢, 社教宣導"
台灣高等院校教育聯盟,7398,林士勛,戴育賢,02-33222578,07-5373366,http://twhea.org,service01@twhea.org,"106台北市大安區和平東路一段87-1號 ",林士勛,2016/03/09,內政部,教育與科學,1.促進國際知識教育產業交流與發展2.建立國際專業學術⼈⼠之互動3.共創國際知識產業之融合與創新4.透過獎助學金培植學生的國際移動力,1.促進各大學之間教育理念和資源的共用，達到學⽣學分互認、師資互訪。2.推動產學合作。由企業提供⼯作和實習機會，學校提供適合的⼈才。3.與海外大學相互學習成功經驗和先進技術，透過各項交流培養具有競爭⼒和國際移動力的⼈才。,"全球性, 全國性",不限,不限(0~0),"獎助學金, 教學研究, 志願服務, 專業訓練, 政策分析, 國際交流, 其他"
嘉義縣私立孝樂老人長期照顧中心(養護型),7397,蔡季璋,蔡主任,053660653,053700653,無,chichang08120@gmail.com,614嘉義縣東石鄉蔦松村下蔦松356號,蔡季璋,2018/05/30,嘉義縣社會局,老人福利,給予老人快樂、健康、幸福,慢性病長短期住宿型照顧,嘉義縣,不限,限(60~100),"日間照顧, 喘息服務, 臨時住宿, 醫療補助, 其他"
社團法人臺中市新住民團體聯合會,7396,謝凉,謝凉,04-2527-1292,04-2513-1770,無,c500402@yahoo.com.tw,,謝凉,2018/06/18,臺中市社會局,綜合性服務,結合臺中市新住民團體、機構、基金會，謀求新住民福祉。,1.方案撰寫與執行2.資源連結3.主管交辦事項,台中市,不限,不限(0~0),"專業訓練, 社福資訊, 權益倡導"
國際醫療衛生促進協會,7395,李偉強,翁文翊,02-27019368,02-27019368,http://www.tgha2015.org.tw/index.html,m911104010@gmail.com,110台北市信義區吳興街250號,邱文達,2015/05/30,中華民國內政部,健康醫療,國際醫療與世界接軌，發揮人道醫衛精神並開發國際醫療創新模式，將這份使命與熱愛義無反顧地推向世界各角落，擁愛跨度醫路無限延伸。,(一)推動及協助國際醫療衛生之研究、發展及人才培育。(二)有關國際醫療衛生政策及制度之建議及改進事項。(三)促進國際醫療機構與國內醫療衛生健康產業合作，並     推動相關產業之發展。(四)有關增進民眾對國際醫療衛生資訊之事項。(五)舉行國際醫療衛生有關會議與教育訓練。(六)出版有關國際醫療衛生之雜誌書刊。,全國性,不限,不限(0~0),"教學研究, 專業訓練, 政策分析, 海外救援, 國際交流, 其他"
愛樂福文創發展協會,7394,王澤民,柯尚節,(02)29625951,(02)29625952,https://www.facebook.com/ailoveu520/,jstonemusictaddy@gmail.com,220新北市板橋區漢生東路,王澤民,2012/06/11,內政部,文化藝術,本會宗旨以縮短城鄉文創教育落差、輔導弱勢族群投入文創產業促進就業、結合在地特色跨界搭建文創發展平台,將音樂資源帶入偏鄉，透過音樂讓需要被關懷的人感受到愛與溫暖。,全國性,不限,不限(0~0),"親職教育, 課後照顧, 休閒娛樂, 營隊活動, 社區服務"
沐風關懷協會,7393,譚崇珍,蘇如玉,04-2258-0346,04-2258-4660,www.wbc.org.tw/,mail@wbc.org.tw,"408台中市南屯區文心南五路三段160號 ",蕭祥修,2018/06/05,內政部,兒童青少年福利,以結合社會大眾之力量，秉持愛鄰如己的精神，將如沐春風般關愛社區鄰里的行動，落實到台灣及國際各地，共同發展公益服務為宗旨。,沐風為單親、隔代教養、新住民、低收入及經濟新貧家庭中的 孩子，提供一個免費的課後安親環境，透過老師與志工的陪伴 與教學，提升孩童的課業學習力，再配合多元社團參與，培養 品格、發展才藝、品格教育，開發孩子的潛力。從過去服務經驗中我們歸納沐風兒童與家庭的需求，發展出 課後照顧、品格教育、家庭支持 與 個案工作與管理 四項服務策略，期待透過各項服務，為孩子們提供穩定的陪伴及良好的 學習環境，關懷孩子的生活、傾聽他們的心聲，關心家庭的需 要，讓他們感受到溫暖與被愛，並透過這些適齡適性的課程教 學與活動，建立孩童的自信心，使他們身心可以健全的發展， 對家庭、對社會產生正向的影響力！ 在服務長輩的部分高齡化社會的來臨，家庭面臨長輩的照顧問題，以及獨居長輩的需要，衝擊「家有一老，如有一寶」的價值。長輩需要的是在地安老的社區照顧，留在熟悉的地方，感受從社區來的關心與幫助，使生活更平安喜樂。 我們服務的內容包括: 1. 社區照顧關懷據點 ◎健康促進 : 透過適合長輩參加的靜態與動態活動，提升健康管理的能力、保持良好的人際關係及促進正向的思維，使長輩心靈健康。 ◎關懷訪視 : 針對弱勢、獨居、行動不便等需要關懷之長輩進行家庭探訪，評估身心狀況及福利需求，不僅能給予心理支持，更進一步協助連結醫療照護及社會福利資源。 ◎電話問安 : 透過電話關懷行動不變的長輩生活狀況，評估其家庭、親友鄰里互動、健康、生活安排等，並協助媒合資源與服務。 ◎餐飲服務 : 在據點共同用餐，提供營養的餐食來維持健康的需求，亦幫助長輩與社會有更多的接觸與關懷扶持。 2. 志工培育透過服務和訓練，培育志工做有價值的事，帶給社會積極的影響。持續的學習與付出給予，提升志工照顧關懷長輩的知能與技能，成為快樂的樂齡志工、繼續以老服老，使生命的價值無限擴張。 3. 代間融合現代的家庭結構使長輩與孫子間的互動少，透過代間教育活動，讓不同年齡、世代的人有相互學習與分享經驗的機會，傳承價值、交換情感、相互鼓勵與學習，有助於促進家庭、社會與世代間關係和平、和諧。,"台中市,全國性",不限,不限(0~0),"個案輔導,個案管理,團體輔導,課後照顧,關懷專線,交通接送,家庭輔導,社工實習,學校社工,志願服務,聯合勸募,社區服務"
